code,change_date,question,media,right_answer,first_wrong_answer,second_wrong_answer
[06060211],(12.06.2006),Zákon o silničním provozu upravuje pravidla provozu:,,"Na dálnicích, silnicích, místních komunikacích a účelových komunikacích.",Jen na dálnicích a silnicích pro motorová vozidla.,"Na všech pozemních komunikacích a též na polích, loukách a v lesích."
[06060212],(13.06.2006),Dát přednost v jízdě znamená povinnost řidiče:,,"Nezahájit jízdu nebo jízdní úkon nebo v nich nepokračovat, jestliže by řidič, který má přednost v jízdě, musel náhle změnit směr nebo rychlost jízdy.","Počínat si tak, aby řidič, který má přednost v jízdě, věděl, že nebude v jízdě omezen.","Počínat si tak, aby řidič, který má přednost v jízdě, nemusel ani mírně zpomalit."
[06060214],(09.06.2006),V  obci  na pozemní  komunikaci  o  dvou  nebo více jízdních pruzích vyznačených    na vozovce v jednom směru jízdy smí řidič motorového vozidla užívat k jízdě:,,"Kteréhokoliv jízdního pruhu; přitom se nepovažuje za předjíždění, jedou-li vozidla v jednom z jízdních pruhů rychleji než vozidla v jiném jízdním pruhu.",Jen pravého a středního jízdního pruhu; nejkrajnější levý jízdní pruh se užívá pouze pro odbočování.,Jen pravého jízdního pruhu.
[06060215],(12.06.2006),"Řidič, který měl účast na dopravní nehodě:",,"Je povinen učinit opatření k zabránění vzniku škody osobám nebo věcem, pokud tato hrozí v důsledku dopravní nehody.",Musí vždy nehodu oznámit vlastníkovi pozemní komunikace.,Musí vždy nehodu oznámit policii.
[06060216],(12.06.2006),Rychlost jízdy musí řidič přizpůsobit:,,Předpokládanému stavebnímu a dopravně technickému stavu pozemní komunikace.,Zdravotnímu stavu spolujezdců.,Ročnímu období.
[06060217],(13.06.2006),"O odstranění vozidla, které neoprávněně stojí na vyhrazeném parkovišti:",,Rozhodne policista nebo strážník obecní policie; vozidlo se odstraní na náklad jeho provozovatele.,Může rozhodnout jen policista.,Může rozhodnout jen strážník obecní policie.
[06060218],(10.07.2019),Řidič motorového vozidla je povinen na výzvu policisty:,,Podrobit vozidlo kontrole hmotnosti vozidla nebo jízdní soupravy.,Doplnit nádrž vozidla pohonnými látkami.,"Přibrat jako spolujezdce osobu, které ujelo vozidlo hromadné dopravy osob."
[06060219],(09.06.2006),Mimo obec se na pozemní komunikaci o dvou nebo více jízdních pruzích vyznačených na vozovce v jednom směru jízdy jezdí:,,"V pravém jízdním pruhu. V ostatních jízdních pruzích se smí jet, jestliže je to nutné k objíždění, předjíždění, otáčení nebo odbočování.",V kterémkoliv jízdním pruhu bez ohledu na jízdní úkon.,Zpravidla v levém jízdním pruhu.
[06060220],(13.06.2006),Řidič musí dát přednost v jízdě vozidlům jedoucím po pozemní komunikaci:,,"Při vjíždění z místa ležícího mimo pozemní komunikaci na pozemní komunikaci a při vjíždění z účelové pozemní komunikace, ze stezky pro cyklisty anebo z obytné nebo pěší zóny na jinou pozemní komunikaci.","Pouze, když vjíždí z místa ležícího mimo silnici na silnici; při vjíždění z polní nebo lesní cesty, ze stezky pro cyklisty anebo z obytné nebo pěší zóny na jinou silnici platí ustanovení o jízdě křižovatkou.","Při vjíždění z polní nebo lesní cesty na pozemní komunikaci, jen když vozidla jedoucí po pozemní komunikaci přijíždějí zleva."
[06060221],(13.06.2006),Přejíždět z jednoho jízdního pruhu do druhého smí řidič jen tehdy:,,"Neohrozí-li a neomezí-li řidiče jedoucího v jízdním pruhu, do kterého přejíždí; přitom musí dávat znamení o změně směru jízdy.",Má-li řádně očištěná zpětná zrcátka.,"Když v jízdním pruhu, do kterého přejíždí, nejede žádné motorové vozidlo."
[06060222],(13.06.2006),Podél nástupního nebo ochranného ostrůvku se jezdí:,,"Vpravo; vlevo se smí jet tehdy, brání-li jízdě vpravo překážka nebo jestliže je to bezpečnější s ohledem na rozměry vozidla nebo nákladu.",Výlučně vpravo; vlevo za žádných okolností.,Zásadně vlevo.
[06060223],(09.06.2006),Při odbočování na křižovatce nebo na místo ležící mimo pozemní komunikaci:,,Musí řidič dávat znamení o změně směru jízdy.,Nemusí řidič dávat znamení o změně směru jízdy.,Dává řidič znamení o změně směru jízdy jen při odbočování vlevo.
[06060224],(09.06.2006),Před odbočováním vlevo se musí řidič zařadit:,,Co nejdále vlevo v části vozovky určené pro jeho směr jízdy s ohledem na rozměry vozidla nebo nákladu a šířku vozovky.,"Do levého jízdního pruhu ve vzdálenosti 500 m před místem, kde hodlá odbočovat.",Vždy do středu vozovky bez ohledu na protijedoucí vozidla.
[06060226],(09.06.2006),Na pozemní komunikaci se jezdí:,,"Vpravo, a pokud tomu nebrání zvláštní okolnosti, při pravém okraji vozovky, pokud není stanoveno jinak.",Vpravo ve vzdálenosti nejméně 1 m od okraje vozovky.,"Výlučně při pravém okraji vozovky, a to za všech okolností."
[06060227],(13.06.2006),Na krajnici smí řidič motorového vozidla vjet:,,"Jen při zastavení a stání nebo jestliže je to nutné při objíždění, vyhýbání, odbočování nebo otáčení, přitom musí dbát zvýšené opatrnosti.",Jen pro účely stání.,"Kdykoliv to uzná za vhodné, s výjimkou míst označených výstražnou dopravní značkou ""Nebezpečná krajnice""."
[06060229],(09.06.2006),Na tramvajový pás v úrovni vozovky se smí v podélném směru vjet:,,"Jen při objíždění, předjíždění, odbočování, otáčení, vjíždění na pozemní komunikaci nebo vyžadují-li to zvláštní okolnosti.",Jen je-li to nutné při couvání.,Jen při odbočování na místo ležící mimo silnici.
[06060230],(09.06.2006),"Řidič, který při objíždění vozidla, jež zastavilo nebo stojí, nebo při objíždění překážky provozu na pozemních komunikacích anebo chodce, vybočuje ze směru své jízdy:",,Nesmí ohrozit ani omezit protijedoucí řidiče a ohrozit ostatní účastníky provozu na pozemních komunikacích.,Nemusí dávat znamení o změně směru jízdy.,Nesmí ohrozit pouze řidiče jedoucí za ním.
[06060231],(09.06.2006),Řidič nesmí předjíždět:,,"Nemá-li před sebe rozhled na takovou vzdálenost, která je nutná k bezpečnému předjetí.",Pokud před tím nedal zvukové výstražné znamení.,Pokud nemá před sebe rozhled na vzdálenost 300 m.
[06060232],(09.06.2006),Při odbočování řidič nesmí:,,Ohrozit řidiče jedoucí za ním a musí dbát zvýšené opatrnosti.,Omezit řidiče jedoucí za ním.,Dávat světelná výstražná znamení.
[06060308],(15.06.2006),"Řidič nesmí připustit, aby počet přepravovaných osob starších 12 let překročil:",,Počet povolených míst určených k přepravě osob.,"Počet povolených míst určených k přepravě osob, jen pokud jsou vybavena zádržným bezpečnostním systémem.",Dvojnásobek počtu povolených míst určených k přepravě osob.
[06060315],(15.06.2006),"Pokud přijíždíte na tuto křižovatku, musíte dát přednost:",/Vestnik/GetImageQuestion/0434_6328597880513.swf.mp4,"Všem vozidlům, jezdcům na zvířatech, organizované skupině chodců a průvodcům hnaných zvířat se zvířaty přibližujícím se ke křižovatce po hlavní pozemní komunikaci.","Všem vozidlům, jezdcům na zvířatech a organizované skupině chodců přibližujícím se ke křižovatce po hlavní pozemní komunikaci. Průvodci hnaných zvířat se zvířaty musí dát přednost vám.",Všem vozidlům a jezdcům na zvířatech přibližujícím se ke křižovatce po hlavní pozemní komunikaci. Organizovaná skupina chodců a průvodci hnaných zvířat se zvířaty musí dát přednost vám.
[06060316],(15.06.2006),"Mám, jako řidič automobilu z výhledu, za povinnost dát vozidlu přijíždějícímu zprava přednost v jízdě?",/Vestnik/GetImageQuestion/0181_6328597784398.swf.mp4,Ne.,Ano.,
[06060318],(15.06.2006),Řidič smí oddělený tramvajový pás přejíždět jen příčně. Může přitom omezit v jízdě tramvaj?,/Vestnik/GetImageQuestion/0390_6328597801548.swf.mp4,Ne.,Ano.,
[06060320],(15.06.2006),"Pokud přijíždíte na tuto křižovatku, musíte dát přednost v jízdě všem vozidlům přijíždějícím:",/Vestnik/GetImageQuestion/0434_6328597817320.swf.mp4,Zprava i zleva.,Jen zprava.,Jen zleva.
[06060322],(15.06.2006),"Světelný signál se současně svítícím červeným a žlutým světlem ""Pozor"", znamená pro řidiče povinnost:",/Vestnik/GetImageQuestion/0391_6328597828812.swf.mp4,Připravit se k jízdě.,Zastavit vozidlo.,Pokračovat v jízdě.
[06060323],(15.06.2006),"Lze místo, kde se spojují vyobrazené pozemní komunikace, považovat za křižovatku?",/Vestnik/GetImageQuestion/0348_6328597836571.swf.mp4,Ne.,Ano.,
[06060326],(15.06.2006),Mimo obec se na pozemní komunikaci o dvou nebo více jízdních pruzích vyznačených na vozovce v jednom směru jízdy jezdí:,/Vestnik/GetImageQuestion/0416_6328597856434.swf.mp4,"V pravém jízdním pruhu; v ostatních jízdních pruzích se smí jet, jestliže je to nutné k objíždění, předjíždění, otáčení nebo odbočování.","V pravém jízdním pruhu; v ostatních jízdních pruzích mohou jet pouze vozidla, jejichž celková hmotnost nepřevyšuje 3 500 kg.","V kterémkoli jízdním pruhu; je-li to však nutné, musí být pro rychleji jedoucí vozidla uvolněn levý krajní jízdní pruh."
[06060327],(15.06.2006),Je cyklista řidičem se všemi právy a povinnostmi účastníka provozu na pozemních komunikacích?,/Vestnik/GetImageQuestion/0476_6328597863132.swf.mp4,Ano.,Ne.,
[06060328],(15.06.2006),Na pozemní komunikaci s jednosměrným provozem smí řidič couvat:,/Vestnik/GetImageQuestion/0450_6328597868751.swf.mp4,"Pouze tehdy, jestliže je to nezbytně nutné, například k vyjetí z řady stojících vozidel.","Pouze, užije-li při couvání zvukové výstražné znamení.","Kdykoli, vždy však jen s pomocí způsobilé a náležitě poučené osoby."
[06060329],(15.06.2006),"Přípojné vozidlo, které jede v prostředním jízdním pruhu, má nejvyšší povolenou rychlost 75 km/h. Může toto vozidlo jet po dálnici?",/Vestnik/GetImageQuestion/0425_6328597874415.swf.mp4,Ne.,Ano.,
[06060335],(15.06.2006),Chodec smí vstoupit na přechod pro chodce:,/Vestnik/GetImageQuestion/0474_6328035114685.swf.mp4,"Jen pokud se neblíží vozidlo, před které by bezprostředně vstoupil.","Jen pokud dá znamení rukou, že bude přecházet; pak může řidiče donutit i k náhlé změně rychlosti a směru jízdy.","Vždy, protože má absolutní přednost před vozidly."
[06060337],(15.06.2006),Smíte jako řidič vozidla z výhledu v dané situaci vjet na tento železniční přejezd?,/Vestnik/GetImageQuestion/0102_6328027758318.swf.mp4,Ne.,Ano.,
[06060342],(15.06.2006),"Je jezdec na koni, který se pohybuje po pozemní komunikaci, řidičem a platí pro něj povinnosti a práva účastníků provozu na pozemních komunikacích?",,Ano.,Ne.,
[06060343],(15.06.2006),Během jízdy může kouřit:,,Řidič nákladního vozidla.,Řidič motocyklu.,Řidič autobusu.
[06060344],(15.06.2006),"Řidič motorového vozidla, jehož celková hmotnost nepřevyšuje 3.500 kg, smí v obci zastavit a stát:",,"I kolmo, popřípadě šikmo k okraji pozemní komunikace nebo zastavit v druhé řadě, pokud tím není ohrožena bezpečnost a plynulost provozu.","I kolmo, popřípadě šikmo k okraji pozemní komunikace; ve druhé řadě smí zastavit pouze řidič vozidla taxislužby.",Pouze vpravo ve směru jízdy rovnoběžně s okrajem pozemní komunikace a co nejblíže k němu; řidič vozidla taxislužby smí zastavit i v druhé řadě.
[06060347],(12.06.2006),Do skupiny tvořené vozidly s právem přednostní jízdy a vozidly jimi doprovázenými se řidiči ostatních vozidel:,,Nesmějí zařazovat.,Smějí zařazovat jen za nesnížené viditelnosti.,Smějí zařazovat jen se zvýšenou opatrností.
[06060349],(12.06.2006),Místní úprava provozu na pozemních komunikacích:,,Je nadřazená obecné úpravě provozu na pozemních komunikacích.,Je úprava silničního provozu podřazená obecné úpravě silničního provozu.,Neplatí za snížené viditelnosti.
[06060350],(06.06.2006),Pěší zóna je:,,"Oblast, jejíž začátek je označen dopravní značkou ""Pěší zóna"" a konec je označen dopravní značkou ""Konec pěší zóny"".","Oblast, jejíž začátek je označen dopravní značkou ""Stezka pro chodce"" a konec je označen dopravní značkou ""Konec stezky pro chodce"".","Každý chodník, oddělený od vozovky výškově nebo jinak, který jiní účastníci provozu než chodci nesmí použít."
[06060351],(15.06.2006),V obytné a pěší zóně smí řidič jet rychlostí nejvýše:,,20 km/h.,40 km/h.,30 km/h.
[06060352],(12.06.2006),Na pozemní komunikaci o třech jízdních pruzích vyznačených na vozovce v jednom směru jízdy smí řidič přejíždět z levého jízdního pruhu do středního jízdního pruhu jen:,,"Tehdy, neohrozí-li řidiče přejíždějícího do středního jízdního pruhu z pravého jízdního pruhu.","Pokud má jistotu, že neomezí řidiče vozidel jedoucích za ním.","Tehdy, neomezí-li řidiče přejíždějícího do středního jízdního pruhu z pravého jízdního pruhu."
[06060353],(15.06.2006),Provozovatel vozidla nesmí přikázat nebo svěřit samostatné řízení vozidla:,,"Osobě, o které nezná údaje potřebné k určení její totožnosti.","Osobě, která je držitelem jen cestovního pasu a odpovídajícího řidičského oprávnění.","Osobě, u které nezná její věk."
[06060354],(12.06.2006),Řidič při vjíždění z účelové pozemní komunikace na jinou pozemní komunikaci:,,Musí dát přednost v jízdě vozidlům nebo jezdcům na zvířatech nebo organizovanému útvaru chodců nebo průvodcům hnaných zvířat se zvířaty.,Nedává přednost v jízdě.,Dává přednost v jízdě vozidlům přijíždějícím zleva.
[06060355],(01.10.2018),"Pokud hustota provozu na dálnici a rychlostní silnici o dvou jízdních pruzích v jednom směru jízdy vyvolá vznik kolony stojících vozidel, jsou řidiči souběžně jedoucích vozidel povinni:",,vytvořit mezi jízdními pruhy prostor pro průjezd vozidel s právem přednostní jízdy,Rozsvítit stanovené osvětlení vozidla.,Snížit vzájemný boční odstup.
[06060356],(01.10.2018),"Pokud hustota provozu na silnici pro motorová vozidla o dvou jízdních pruzích v jednom směru jízdy vyvolá vznik kolony stojících vozidel, jsou řidiči souběžně jedoucích vozidel povinni:",,vytvořit mezi jízdními pruhy prostor pro průjezd vozidel s právem přednostní jízdy,Řadit se průběžně do pravého jízdního pruhu.,Řadit se průběžně do levého jízdního pruhu.
[06060357],(12.06.2006),"Řidič je povinen podrobit se vyšetření ke zjištění, zda není ovlivněn alkoholem nebo jinou návykovou látkou:",,Na výzvu policisty nebo strážníka obecní policie.,Na výzvu starosty obce.,Na výzvu pracovníka dopravního podniku.
[06060358],(15.06.2006),Je-li pro zařazování do průběžného jízdního pruhu zřízen připojovací jízdní pruh:,,Je řidič povinen před zařazením do průběžného pruhu užít připojovacího pruhu.,Je řidič povinen před zařazením do průběžného pruhu zastavit.,Musí řidič jedoucí v průběžném pruhu snížit rychlost jízdy.
[06060359],(15.06.2006),Řidič nesmí předjíždět na křižovatce a v těsné blízkosti před ní; tento zákaz neplatí:,,Na hlavní pozemní komunikaci.,Pokud je vozidlo řádně osvětleno.,Dává-li řidič řádně a včas znamení o změně směru jízdy.
[06060361],(15.06.2006),"Řidič jízdní soupravy, jejíž celková délka přesahuje 7 m, nesmí předjíždět jiné vozidlo:",,"Pokud k jeho předjetí nemá dostatečnou rychlost, takže by omezil v jízdě ostatní vozidla svou výrazně nižší rychlostí jízdy.",Nejede-li jím řízené vozidlo rychlostí alespoň 50 km/h.,Pokud je výrazně snížena viditelnost.
[06060362],(12.06.2006),Zastavovat vozidlo je oprávněn:,,Policista ve stejnokroji.,Kdokoliv.,"Ten, kdo je k tomu pověřen policistou."
[06060365],(12.06.2006),K měření rychlosti vozidel je oprávněna:,,Policie a obecní policie.,Jen policie.,Jen obecní policie.
[06060368],(15.06.2006),Řidič motorového vozidla je povinen:,,"Být za jízdy připoután na sedadle bezpečnostním pásem, pokud jím je sedadlo povinně vybaveno podle zvláštního právního předpisu.","Být připoután na sedadle bezpečnostním pásem, pokud jím je sedadlo povinně vybaveno podle zvláštního právního předpisu, jen za jízdy mimo obec.",Se za jízdy připoutat bezpečnostními pásy.
[06060369],(12.06.2006),"Dojde-li při jízdě vozidla v tunelu k poruše vozidla, pro kterou se toto vozidlo stalo nepojízdným, nebo dojde-li k dopravní nehodě, je řidič povinen neprodleně:",,"Vypnout motor, a je-li k vytápění vozidla použito nezávislého topení, vypnout i toto topení.",Opustit tunel.,Vypnout osvětlení vozidla.
[06060371],(12.06.2006),Řidič nesmí snížit náhle rychlost jízdy nebo náhle zastavit:,,Pokud to nevyžaduje bezpečnost provozu na pozemních komunikacích.,S výjimkou případu zdravotní nevolnosti.,"S výjimkou případu, kdy je zastavován pracovníkem dráhy."
[06060373],(12.06.2006),Svislé zákazové dopravní značky:,,Ukládají účastníku provozu na pozemních komunikacích zákazy nebo omezení.,"Upozorňují na místa, kde řidiči hrozí nebezpečí.",Informují řidiče motorových vozidel o omezeních na silnici.
[06060374],(15.06.2006),Vodorovné dopravní značky jsou vyznačeny:,,Barvou nebo jiným srozumitelným způsobem; přechodná změna místní úpravy provozu na pozemních komunikacích je vyznačena žlutou nebo oranžovou barvou.,Na tabulích; přechodné změny provozu jsou provedeny červenou barvou.,Pomocí příslušných dopravních zařízení.
[06060375],(15.06.2006),Na dálnici a na silnici pro motorová vozidla je vlečení motorového vozidla dovoleno jen tehdy:,,"Jestliže je to nutné k jeho odstranění z dálnice nebo ze silnice pro motorová vozidla; vozidlo smí být vlečeno jen k nejbližšímu výjezdu, kde musí dálnici nebo silnici pro motorová vozidla opustit.",Je-li vlečeno po krajnici (v odstavném pruhu).,Je-li možno při jízdě po rovině dosáhnout rychlosti nejméně 60 km/h.
[06060376],(15.06.2006),Na dálnici je vlečení motorového vozidla dovoleno jen tehdy:,,"Jestliže je to nutné k jeho odstranění z dálnice nebo ze silnice pro motorová vozidla; vozidlo smí být vlečeno jen k nejbližšímu výjezdu, kde musí dálnici nebo silnici pro motorová vozidla opustit.",Je-li vlečeno po krajnici nebo v odstavném pruhu.,Je-li možno při jízdě po rovině dosáhnout rychlosti nejméně 65 km/h.
[06060377],(15.06.2006),Na silnici pro motorová vozidla je vlečení motorového vozidla dovoleno jen tehdy:,,"Jestliže je to nutné k jeho odstranění z dálnice nebo ze silnice pro motorová vozidla; vozidlo smí být vlečeno jen k nejbližšímu výjezdu, kde musí dálnici nebo silnici pro motorová vozidla opustit.",Jestliže maximální přípustná hmotnost vlečeného vozidla nepřevyšuje 3.500 kg.,Je-li možno při jízdě po rovině dosáhnout rychlosti nejméně 80 km/h.
[06060378],(12.06.2006),Řidič smí na dálnici a na silnici pro motorová vozidla vjíždět a z nich vyjíždět:,,Jen na místech k tomu určených.,Z kteréhokoliv místa nebo pozemku přiléhajícího k dálnici nebo silnici pro motorová vozidla.,Kdekoliv.
[06060380],(16.06.2006),Zastavit s vozidlem ve druhé řadě můžete jen tehdy:,,Zůstane-li volný alespoň jeden jízdní pruh o šířce nejméně 3 m.,Nelze-li s vozidlem ve vzdálenosti menší než 100 m zastavit při okraji pozemní komunikace.,Přepravujete-li osobu těžce postiženou nebo těžce pohybově postiženou.
[06060381],(16.06.2006),Silnice pro motorová vozidla je:,,"Pozemní komunikace označená dopravní značkou ""Silnice pro motorová vozidla"".",Každá silnice I. třídy.,"Každá pozemní komunikace o nejméně dvou jízdních pruzích v jednom směru jízdy, pokud vede mimo obec."
[06060385],(16.06.2006),Předjíždí se:,,"Vlevo; vpravo se předjíždí vozidlo, které mění směr jízdy vlevo a není-li již pochybnosti o dalším směru jeho jízdy.","Vlevo, a to bez výjimky.","Vpravo nebo vlevo, podle toho, kde je v dané situaci více prostoru pro bezpečné předjetí."
[06060386],(09.05.2016),Nemotorové vozidlo je:,,"Přípojné vozidlo a vozidlo pohybující se pomocí lidské nebo zvířecí síly, například jízdní kolo, ruční vozík nebo potahové vozidlo.","Každé vozidlo poháněné jiným než spalovacím motorem, například elektromobil.","Kolejové vozidlo, které se účastní provozu na pozemních komunikacích."
[06060392],(16.06.2006),Připojovací pruh je:,,Jízdní pruh určený pro zařazování vozidel do průběžného pruhu.,Jízdní pruh vyhrazený jen pro vozidla hromadné dopravy osob.,"Jízdní pruh určený pro pomalá vozidla, která nemohou v daném úseku dosáhnout okamžité rychlosti nejméně 60 km/h."
[06060393],(16.06.2006),"Jízdní pruh, do kterého hodlá přejet řidič vozidla z výhledu, se nazývá:",/Vestnik/GetImageQuestion/0233_6328027322866.swf.mp4,Odbočovací pruh.,Připojovací pruh.,Průběžný pruh.
[06060394],(16.06.2006),"Je jezdec na koloběžce, který se pohybuje po pozemní komunikaci, řidičem?",,Ano.,Ne.,
[06060396],(16.06.2006),Dávat světelné výstražné znamení krátkým přerušovaným rozsvícením dálkových světel nebo přepínáním potkávacích a dálkových světel k upozornění řidiče předjížděného vozidla:,,Je dovoleno.,Je zakázáno.,Je dovoleno pouze na dálnici a silnici pro motorová vozidla.
[06060397],(16.06.2006),Dávat zvukové výstražné znamení k upozornění řidiče předjížděného vozidla:,,Je dovoleno pouze mimo obec.,Je zakázáno.,Je dovoleno.
[06060398],(16.06.2006),Je-li pro zařazování do průběžného jízdního pruhu zřízen připojovací pruh:,/Vestnik/GetImageQuestion/014_6327516897280.swf.mp4,Je řidič povinen před zařazením do průběžného pruhu užít připojovacího pruhu.,"Nemusí ho řidič před zařazením do průběžného pruhu užít, pokud přejetím do průběžného pruhu neomezí ani neohrozí ostatní řidiče.",Je řidič povinen před zařazením do průběžného jízdního pruhu dosáhnout rychlosti nejméně 80 km/h.
[06060400],(16.06.2006),"Vyžadují-li provozní nebo jiné závažné důvody, aby osoby při vystupování z vozidla taxislužby vstoupily do vozovky:",,Je řidič vozidla taxislužby oprávněn zastavovat ostatní vozidla.,Je řidič vozidla taxislužby povinen umístit za vozidlo přenosný výstražný trojúhelník.,Je řidič vozidla taxislužby povinen oznámit tuto skutečnost policii.
[06060401],(16.06.2006),"Vyžadují-li provozní nebo jiné závažné důvody, aby osoby při vystupování z autobusu mimo zastávku vstoupily do vozovky:",,Je dopravce oprávněn zastavovat ostatní vozidla.,Je dopravce povinen umístit za stojící autobus přenosný výstražný trojúhelník.,Je každý cestující z autobusu starší 18 let oprávněn zastavovat ostatní vozidla.
[06060408],(16.06.2006),Řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/0231_6328027314620.swf.mp4,Nesmí pokračovat v jízdě křižovatkou. Má za povinnost zastavit vozidlo před příčnou čárou souvislou.,"Může pokračovat v jízdě křižovatkou, dává znamení o změně směru včas a v dostatečné míře a je na hlavní pozemní komunikaci.","Může pokračovat v jízdě křižovatkou; je v dostatečné vzdálenosti od křižovatky a na světelném signalizačním zařízení již svítí signál ""Připravit k jízdě""."
[06060413],(16.06.2006),Řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/0029_6328001378782.swf.mp4,"Nemusí dát přednost v jízdě červenému vozidlu jedoucímu zprava, protože toto vozidlo se pohybuje v přípojovacím pruhu.","Musí dát přednost v jízdě červenému vozidlu, protože toto vozidlo přijíždí zprava.",Musí snížením rychlosti jízdy umožnit plynulou jízdu červenému vozidlu jedoucímu zprava.
[06060418],(16.06.2006),Při tomto pokynu policisty je řidič:,/Vestnik/GetImageQuestion/0401_6328346094214.swf.mp4,"Povinen připravit se k jízdě, pokud jede ze směru, pro který byl provoz předtím zastaven.","Povinen zastavit vozidlo, ať přijíždí z kteréhokoliv směru jízdy; odbočit vlevo je povolené.","Oprávněn pokračovat v jízdě jen přímým směrem, bez možnosti odbočení."
[06060465],(16.06.2006),"Na signál se zeleným plným kruhovým světlem ""Volno"":",/Vestnik/GetImageQuestion/0297_6328605243078.swf.mp4,"Smíte odbočit vpravo, přičemž musíte dát přednost chodcům přecházejícím ve volném směru po přechodu pro chodce.","Nesmíte odbočit vpravo, neboť uvedený signál platí pouze pro jízdu v přímém směru a odbočení neumožňuje.","Smíte odbočit vpravo, přičemž chodci přecházející ve volném směru po přechodu pro chodce Vám musí dát přednost."
[06060467],(16.06.2006),Vozidlem se pro účely provozu na pozemních komunikacích rozumí:,,"Každé motorové vozidlo, nemotorové vozidlo i tramvaj.",Pouze nekolejové vozidlo poháněné vlastní pohonnou jednotkou.,"Pouze autobus, trolejbus nebo tramvaj."
[06060468],(16.06.2006),Podél tramvaje se jezdí:,,"Vpravo, pokud není dopravní značkou ""Objíždění tramvaje"" povolena jízda vlevo.","Vpravo; vlevo se smí jet pouze tehdy, když v protisměru nejede žádná tramvaj nebo jiné vozidlo.",Vlevo.
[06060469],(16.06.2006),Řidiči je na dálnici a na silnici pro motorová vozidla zakázáno:,,"Otáčení, couvání a vjíždění na střední dělicí pás včetně míst, kde je pás přerušen.","Couvání; vjíždění na střední dělicí pás a otáčení je dovoleno jen v místech, kde je tento pás přerušen.","Otáčení; couvání a vjíždění na střední dělicí pás je dovoleno jen v místech, kde tento pás není přerušen."
[06060470],(16.06.2006),Řidič nesmí zastavit a stát:,,"Na křižovatce a ve vzdálenosti kratší než 5 m před hranicí křižovatky a 5 m za ní; tento zákaz neplatí v obci na křižovatce tvaru ""T"" na protější straně vyúsťující pozemní komunikace.","V obci na křižovatce tvaru ""T"" na protější straně vyúsťující pozemní komunikace.",Na křižovatce a ve vzdálenosti kratší než 3 m před hranicí křižovatky a 3 m za ní.
[06060471],(16.06.2006),U vlečeného vozidla musí být za snížené viditelnosti rozsvícena:,,Obrysová nebo potkávací světla a při poruše těchto světel musí být vlečené vozidlo na straně ke středu vozovky osvětleno vpředu neoslňujícím bílým světlem a vzadu červeným světlem.,Obrysová nebo potkávací světla a při poruše těchto světel musí být vozidlo na straně ke středu vozovky osvětleno vpředu červeným přerušovaným světlem.,Obrysová světla spolu se zapnutým výstražným světelným zařízením; při poruše obrysových světel lze užít výstražné světelné zařízení samostatně.
[06060481],(16.06.2006),"Řidič vozidla, které je vybaveno zvláštním výstražným světlem oranžové barvy, smí tohoto světla užívat:",,Pokud by jeho jízdou nebo pracovní činností mohla být ohrožena bezpečnost provozu na pozemních komunikacích.,"Pouze za snížené viditelnosti, například za deště, tmy nebo sněžení, pokud by jeho jízdou byla ohrožena bezpečnost provozu na pozemních komunikacích.","Je-li nutné upozornit ostatní účastníky provozu na hrozící nebezpečí, například při nutnosti náhle snížit rychlost jízdy nebo zastavit vozidlo."
[08080008],(05.08.2008),Světelný ukazatel nad pozemní komunikací ukazuje:,/Vestnik/GetImageQuestion/0011_6335354286101_128624124610107500.swf.mp4,Nejvyšší dovolenou rychlost jízdy pro daný jízdní pruh.,Nejvyšší okamžitou rychlost jízdy v daném jízdním pruhu.,Doporučenou rychlost jízdy pro daný jízdní pruh.
[08080020],(05.08.2008),Řidiči motorových vozidel mohou vjet do vyznačeného středního pruhu pozemní komunikace:,/Vestnik/GetImageQuestion/0235_6335354373785_128624133378545000.swf.mp4,"Pouze tehdy, pokud je to nutné k objíždění, odbočování nebo vjíždění na  pozemní komunikaci.","Kdykoliv, pokud tramvaj neomezí v jízdě nebo jej užít k předjíždění tramvaje, která stojí v zastávce.","Při předjíždění pomaleji jedoucích motorových vozidel, ale musí dávat včas znamení o změně směru jízdy."
[08080032],(06.08.2008),Krajnice je část povrchu pozemní komunikace:,,Která leží mezi okrajem přilehlého jízdního pruhu a hranou koruny pozemní komunikace.,Kde končí pozemní komunikace označená vodorovným dopravním značením (podélnou čarou souvislou).,"Kterou se rozumí nezpevněná část vozovky, která není součástí pozemní komunikace."
[08080036],(06.08.2008),Světelný ukazatel nad pozemní komunikací ukazuje:,/Vestnik/GetImageQuestion/0010_6335360594362_128624755436201250.swf.mp4,Nejvyšší dovolenou rychlost jízdy v daném úseku.,Nejnižší dovolenou rychlost jízdy v daném úseku.,"Okamžitou rychlost jízdy vozidel, která projíždějí daným úsekem."
[08100005],(07.06.2006),Během jízdy motorovým vozidlem není ze zákona zakázáno kouřit:,,Řidiči osobního motorového vozidla.,"Řidiči motocyklu, mopedu nebo jízdním kole.",Řidiči vozidla hromadné dopravy osob.
